Geneid	GeneName	GeneType	ESC_Day0_rep1	ESC_Day0_rep2	PreNCC_Day3_rep1	PreNCC_Day3_rep2	NCC_Day5_rep1	NCC_Day5_rep2
ENSG00000288592.2	ENSG00000288592	transcribed_unitary_pseudogene	2	4	3	0	1	2
ENSG00000278600.1	ENSG00000278600	lncRNA	103	161	215	207	429	333
ENSG00000259642.2	ST20-AS1	lncRNA	66	39	104	67	87	53
ENSG00000288604.1	ENSG00000288604	transcribed_processed_pseudogene	15	12	23	18	45	27
ENSG00000259770.2	ENSG00000259770	processed_pseudogene	0	0	1	1	0	0
ENSG00000140379.9	BCL2A1	protein_coding	0	0	2	0	1	2
ENSG00000271364.1	ENSG00000271364	processed_pseudogene	0	0	0	0	0	0
ENSG00000279719.2	ENSG00000279719	TEC	0	0	0	0	0	0
ENSG00000279705.1	ENSG00000279705	TEC	0	0	0	0	0	0
ENSG00000275460.1	Metazoa_SRP	misc_RNA	0	0	0	0	0	0
ENSG00000086666.19	ZFAND6	protein_coding	6015	6604	4037	3008	5631	2973
ENSG00000103876.14	FAH	protein_coding	608	548	401	336	684	447
ENSG00000259967.1	ENSG00000259967	lncRNA	0	0	0	0	0	3
ENSG00000259417.3	CTXND1	protein_coding	3	0	8	40	8	1
ENSG00000259361.7	LINC00927	lncRNA	0	0	2	3	3	2
ENSG00000259495.3	ARNT2-DT	lncRNA	249	147	487	449	608	438
ENSG00000172379.22	ARNT2	protein_coding	1036	856	3127	3850	3288	2160
ENSG00000258010.4	ENSG00000258010	lncRNA	0	0	0	0	0	0
ENSG00000287813.1	ENSG00000287813	lncRNA	0	0	0	0	0	0
ENSG00000259175.1	ENSG00000259175	lncRNA	0	0	0	0	0	0
ENSG00000270919.1	ENSG00000270919	lncRNA	1	0	0	0	0	0
ENSG00000284059.1	MIR5572	miRNA	0	0	2	1	1	0
ENSG00000222139.1	RNU6-380P	snRNA	0	0	0	0	0	0
ENSG00000136379.12	ABHD17C	protein_coding	1389	1316	1898	1654	1049	712
ENSG00000271983.1	ENSG00000271983	lncRNA	2	2	6	5	4	1
ENSG00000287108.1	ENSG00000287108	lncRNA	0	0	0	0	0	1
ENSG00000103888.17	CEMIP	protein_coding	17	21	3	3	1	1
ENSG00000208003.1	MIR549A	miRNA	0	0	0	0	0	0
ENSG00000259546.1	ENSG00000259546	lncRNA	0	0	0	0	0	0
ENSG00000259649.4	ENSG00000259649	lncRNA	0	0	2	2	1	0
ENSG00000117899.11	MESD	protein_coding	2646	2793	4934	4197	4891	2655
ENSG00000260619.1	ENSG00000260619	lncRNA	1	0	1	0	8	7
ENSG00000265855.1	MIR4514	miRNA	0	0	0	0	1	0
ENSG00000277782.1	ENSG00000277782	lncRNA	1	9	6	5	31	14
ENSG00000140406.4	TLNRD1	protein_coding	1368	1049	1902	2437	2727	1996
ENSG00000288625.1	ENSG00000288625	protein_coding	0	0	0	0	0	0
ENSG00000156206.14	CFAP161	protein_coding	1	0	6	3	2	2
ENSG00000279834.1	ENSG00000279834	TEC	0	0	1	0	3	1
ENSG00000259461.1	ANP32BP3	processed_pseudogene	0	0	0	0	0	0
ENSG00000172349.18	IL16	protein_coding	0	6	5	6	7	1
ENSG00000271725.1	ENSG00000271725	lncRNA	0	1	1	1	0	1
ENSG00000172345.14	STARD5	protein_coding	171	204	281	163	370	268
ENSG00000286488.1	ENSG00000286488	lncRNA	0	0	1	1	0	0
ENSG00000259343.9	TMC3-AS1	lncRNA	112	105	121	129	86	44
ENSG00000188869.13	TMC3	protein_coding	0	1	0	0	11	4
ENSG00000273920.1	ENSG00000273920	lncRNA	4	5	3	2	1	2
ENSG00000284709.1	ENSG00000284709	processed_pseudogene	0	2	4	5	1	3
ENSG00000275995.1	ENSG00000275995	lncRNA	2	0	3	3	1	3
ENSG00000259543.1	ENSG00000259543	lncRNA	0	0	0	1	0	1
ENSG00000259594.6	ENSG00000259594	lncRNA	2	2	0	1	1	1
ENSG00000259692.6	ENSG00000259692	lncRNA	97	115	122	133	182	158
ENSG00000259622.1	ENSG00000259622	processed_pseudogene	0	0	1	0	0	0
ENSG00000183496.6	MEX3B	protein_coding	1206	1411	3646	4013	3332	1896
ENSG00000259518.2	LINC01583	lncRNA	0	0	2	2	0	0
ENSG00000287872.1	ENSG00000287872	lncRNA	0	0	0	1	1	1
ENSG00000140598.16	EFL1	protein_coding	2250	2477	2583	2482	2732	1359
ENSG00000289704.1	ENSG00000289704	lncRNA	0	0	0	0	0	0
ENSG00000289703.1	ENSG00000289703	lncRNA	0	0	0	0	0	0
ENSG00000212170.1	RNU1-77P	snRNA	0	0	0	0	1	0
ENSG00000285974.1	ENSG00000285974	lncRNA	0	0	0	0	0	0
ENSG00000188659.10	SAXO2	protein_coding	33	41	48	38	154	60
ENSG00000274376.4	ADAMTS7P1	transcribed_unprocessed_pseudogene	9	15	34	14	35	22
ENSG00000278662.6	GOLGA6L10	protein_coding	84	101	205	116	183	125
ENSG00000259429.5	UBE2Q2P2	transcribed_unprocessed_pseudogene	205	237	270	279	395	305
ENSG00000237550.7	ENSG00000237550	transcribed_processed_pseudogene	2569	2885	3705	3201	5166	2027
ENSG00000278202.1	ENSG00000278202	lncRNA	0	0	0	0	0	0
ENSG00000197978.10	GOLGA6L9	protein_coding	266	327	556	311	554	383
ENSG00000275695.1	UBE2Q2P6	transcribed_unprocessed_pseudogene	1	0	0	0	0	0
ENSG00000276710.4	CSPG4P10	transcribed_unprocessed_pseudogene	0	0	0	1	1	1
ENSG00000278603.1	ENSG00000278603	unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000255769.7	GOLGA2P10	transcribed_unprocessed_pseudogene	778	721	1233	1044	1643	949
ENSG00000277741.4	GOLGA6L17P	transcribed_unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000259637.1	DNM1P38	unprocessed_pseudogene	1	1	0	2	2	0
ENSG00000284803.1	ENSG00000284803	lncRNA	0	0	0	0	0	0
ENSG00000182774.13	RPS17	protein_coding	343	528	916	572	659	364
ENSG00000260836.2	ENSG00000260836	protein_coding	0	0	0	0	0	0
ENSG00000278013.1	ENSG00000278013	lncRNA	0	0	0	0	0	0
ENSG00000214575.10	CPEB1	protein_coding	72	71	84	109	108	51
ENSG00000259462.3	CPEB1-AS1	lncRNA	6	7	3	0	1	0
ENSG00000103723.17	AP3B2	protein_coding	615	496	217	149	95	67
ENSG00000259707.1	ENSG00000259707	processed_pseudogene	2	3	1	2	2	1
ENSG00000228141.7	ENSG00000228141	transcribed_unitary_pseudogene	2	1	1	1	2	7
ENSG00000259315.1	ACTG1P17	transcribed_processed_pseudogene	29	16	29	28	33	55
ENSG00000279758.1	ENSG00000279758	TEC	0	0	0	0	0	0
ENSG00000259442.1	ENSG00000259442	lncRNA	0	0	0	0	0	0
ENSG00000286817.1	ENSG00000286817	lncRNA	10	21	5	19	41	53
ENSG00000250988.7	SNHG21	lncRNA	16	15	35	26	70	42
ENSG00000252690.3	ENSG00000252690	lncRNA	33	46	268	114	230	100
ENSG00000186628.12	FSD2	protein_coding	1	1	2	1	2	6
ENSG00000277864.1	SCARNA15	scaRNA	0	0	0	0	0	0
ENSG00000156232.7	WHAMM	protein_coding	196	197	185	137	306	272
ENSG00000103942.13	HOMER2	protein_coding	850	871	952	1140	779	840
ENSG00000259805.1	ENSG00000259805	lncRNA	0	0	0	0	0	0
ENSG00000169612.4	RAMAC	protein_coding	673	592	905	642	876	469
ENSG00000169609.14	C15orf40	protein_coding	635	722	894	723	1589	1112
ENSG00000288850.1	ENSG00000288850	lncRNA	8	9	15	22	57	37
ENSG00000260608.1	ENSG00000260608	lncRNA	4	1	3	5	17	5
ENSG00000064726.10	BTBD1	protein_coding	2623	2541	2632	2625	3017	2168
ENSG00000273747.1	ENSG00000273747	lncRNA	8	5	7	6	24	12
ENSG00000259767.1	ENSG00000259767	lncRNA	3	4	1	4	5	7
ENSG00000260351.1	ENSG00000260351	lncRNA	0	0	0	0	0	0
ENSG00000259308.3	FABP5P8	processed_pseudogene	1	0	2	1	1	0
ENSG00000263643.1	MIR4515	miRNA	0	0	0	0	0	0
ENSG00000286872.1	ENSG00000286872	lncRNA	3	4	6	9	10	15
ENSG00000136404.16	TM6SF1	protein_coding	22	17	0	0	0	2
ENSG00000166503.9	HDGFL3	protein_coding	6952	7338	8753	9292	10705	6968
ENSG00000260579.1	ENSG00000260579	lncRNA	0	0	0	0	0	0
ENSG00000259986.2	ENSG00000259986	lncRNA	0	0	0	0	0	0
ENSG00000169594.14	BNC1	protein_coding	85	48	10	12	11	48
ENSG00000140600.17	SH3GL3	protein_coding	891	631	253	149	89	85
ENSG00000156218.13	ADAMTSL3	protein_coding	51	38	57	37	69	63
ENSG00000212374.1	RNU6-401P	snRNA	0	0	0	0	0	0
ENSG00000261665.2	TUBAP4	transcribed_processed_pseudogene	0	0	0	1	0	0
ENSG00000200444.1	RNU6-1339P	snRNA	0	0	0	0	0	0
ENSG00000274128.1	ENSG00000274128	lncRNA	0	0	0	0	0	2
ENSG00000259609.1	ENSG00000259609	unprocessed_pseudogene	0	0	0	0	1	0
ENSG00000259404.7	EFL1P1	transcribed_unprocessed_pseudogene	6	5	16	12	35	18
ENSG00000280038.1	DNM1P41	TEC	0	0	0	0	0	0
ENSG00000259694.1	ENSG00000259694	lncRNA	0	0	0	0	0	0
ENSG00000259511.3	UBE2Q2L	transcribed_unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000259726.1	CSPG4P11	transcribed_unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000225151.10	GOLGA2P7	transcribed_unprocessed_pseudogene	84	59	135	102	166	77
ENSG00000278422.1	RN7SL331P	misc_RNA	0	0	0	0	0	0
ENSG00000184206.13	GOLGA6L4	protein_coding	1	1	0	1	0	1
ENSG00000259633.1	UBE2Q2P8	unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000259683.1	ENSG00000259683	unprocessed_pseudogene	1	0	5	6	10	5
ENSG00000244056.3	RN7SL417P	misc_RNA	0	0	0	0	0	0
ENSG00000259570.1	ENSG00000259570	unprocessed_pseudogene	1	0	1	1	6	3
ENSG00000235370.6	DNM1P51	transcribed_unprocessed_pseudogene	1	0	0	0	0	0
ENSG00000272887.1	CSPG4P5	transcribed_unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000259538.1	UBE2Q2P11	transcribed_unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000259774.1	ENSG00000259774	lncRNA	0	0	0	0	0	0
ENSG00000278785.1	Metazoa_SRP	misc_RNA	0	0	0	0	0	0
ENSG00000197627.3	UBE2Q2P12	unprocessed_pseudogene	0	1	0	0	0	0
ENSG00000259551.1	ENSG00000259551	lncRNA	0	0	0	0	0	0
ENSG00000259302.1	ENSG00000259302	unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000230373.8	GOLGA6L5P	transcribed_unprocessed_pseudogene	2	6	1	2	10	4
ENSG00000259244.1	ENSG00000259244	lncRNA	1	1	1	0	0	0
ENSG00000189136.9	UBE2Q2P1	transcribed_unprocessed_pseudogene	32	39	5	1	4	0
ENSG00000259728.5	LINC00933	transcribed_unprocessed_pseudogene	0	5	0	0	0	0
ENSG00000275120.3	ENSG00000275120	lncRNA	10	12	1	0	2	0
ENSG00000176371.14	ZSCAN2	protein_coding	1331	994	322	392	759	438
ENSG00000256278.1	ENSG00000256278	lncRNA	0	0	0	0	0	0
ENSG00000276278.1	ENSG00000276278	lncRNA	6	5	0	4	4	2
ENSG00000176700.22	SCAND2P	transcribed_unprocessed_pseudogene	201	161	177	122	199	166
ENSG00000254779.4	EGLN1P1	transcribed_processed_pseudogene	0	0	0	0	0	0
ENSG00000177082.13	WDR73	protein_coding	1010	999	2062	1744	2180	1427
ENSG00000277578.1	Metazoa_SRP	misc_RNA	0	0	0	0	0	0
ENSG00000197696.10	NMB	protein_coding	431	352	392	320	394	174
ENSG00000140612.14	SEC11A	protein_coding	9630	9807	15370	11237	16511	7169
ENSG00000259654.1	ENSG00000259654	lncRNA	0	0	0	0	0	0
ENSG00000285667.1	ENSG00000285667	lncRNA	4	6	7	7	12	9
ENSG00000166716.10	ZNF592	protein_coding	1876	1756	2886	3197	2334	2009
ENSG00000259415.1	ENSG00000259415	lncRNA	0	0	0	1	0	0
ENSG00000136383.7	ALPK3	protein_coding	1692	1338	927	366	911	1073
ENSG00000200991.1	ENSG00000200991	snoRNA	0	0	0	0	0	0
ENSG00000156222.12	SLC28A1	protein_coding	4	2	1	4	1	2
ENSG00000286505.1	ENSG00000286505	lncRNA	0	0	0	0	0	1
ENSG00000207037.1	RNU6-339P	snRNA	0	0	0	0	0	0
ENSG00000212388.1	RNU6-796P	snRNA	0	0	0	0	0	0
ENSG00000271044.1	ENSG00000271044	processed_pseudogene	0	0	0	0	0	0
ENSG00000073417.15	PDE8A	protein_coding	419	379	575	451	635	472
ENSG00000259270.1	ENSG00000259270	processed_pseudogene	0	0	0	0	0	0
ENSG00000229212.8	ENSG00000229212	transcribed_unprocessed_pseudogene	22	12	29	29	28	25
ENSG00000259449.1	NIFKP8	processed_pseudogene	1	0	0	0	0	0
ENSG00000259295.6	CSPG4P12	transcribed_unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000277582.1	RN7SL428P	misc_RNA	0	0	0	0	0	0
ENSG00000188388.10	GOLGA6L3	unprocessed_pseudogene	1	0	7	1	0	3
ENSG00000218052.7	ADAMTS7P4	transcribed_unprocessed_pseudogene	1	0	0	1	3	4
ENSG00000259317.1	ENSG00000259317	unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000170776.22	AKAP13	protein_coding	2318	2373	3947	6243	5817	5925
ENSG00000284160.1	MIR7706	miRNA	0	0	0	0	0	0
ENSG00000251891.1	RNU7-79P	snRNA	0	0	0	0	0	0
ENSG00000259630.2	FABP5P9	transcribed_processed_pseudogene	3	2	4	0	3	3
ENSG00000259375.1	ENSG00000259375	lncRNA	0	0	0	0	0	0
ENSG00000259367.1	AKAP13-AS1	lncRNA	0	0	0	0	0	0
ENSG00000259276.1	ENSG00000259276	lncRNA	0	0	0	0	0	0
ENSG00000202081.1	RNU6-1280P	snRNA	1	0	0	0	0	0
ENSG00000259453.1	ENSG00000259453	lncRNA	0	2	1	1	1	2
ENSG00000259544.1	ENSG00000259544	lncRNA	0	0	0	1	1	0
ENSG00000259407.1	ENSG00000259407	lncRNA	12	12	36	41	22	11
ENSG00000259762.1	ENSG00000259762	lncRNA	2	2	14	10	6	6
ENSG00000259416.2	LINC02883	lncRNA	8	7	10	17	10	7
ENSG00000183655.13	KLHL25	protein_coding	1071	1017	1580	1486	1324	774
ENSG00000221634.1	MIR1276	miRNA	0	0	0	1	0	1
ENSG00000259195.1	ENSG00000259195	processed_pseudogene	0	1	0	0	1	0
ENSG00000252931.1	RNU6-231P	snRNA	0	0	0	0	0	0
ENSG00000264406.1	MIR548AP	miRNA	0	0	0	0	0	0
ENSG00000259608.1	ENSG00000259608	processed_pseudogene	0	0	0	0	0	0
ENSG00000260477.8	LINC01584	lncRNA	0	0	2	0	0	0
ENSG00000273540.5	AGBL1	protein_coding	5	15	31	29	68	91
ENSG00000252964.1	RNA5SP400	rRNA_pseudogene	0	0	0	0	0	0
ENSG00000261077.1	ENSG00000261077	processed_pseudogene	0	0	0	0	0	0
ENSG00000200206.1	ENSG00000200206	snoRNA	0	0	0	0	0	0
ENSG00000260125.2	AGBL1-AS1	lncRNA	0	0	0	0	0	0
ENSG00000259734.1	ENSG00000259734	lncRNA	0	0	0	0	0	0
ENSG00000259636.1	ENSG00000259636	lncRNA	0	0	0	0	0	1
ENSG00000259620.1	ENSG00000259620	lncRNA	0	0	0	0	0	0
ENSG00000259560.2	ENSG00000259560	lncRNA	0	0	3	27	0	8
ENSG00000207150.1	RNU6-185P	snRNA	0	0	0	0	0	0
ENSG00000259527.2	LINC00052	lncRNA	9	7	7	33	30	79
ENSG00000287391.1	ENSG00000287391	lncRNA	0	0	0	0	0	2
ENSG00000140538.17	NTRK3	protein_coding	171	192	595	277	771	738
ENSG00000259183.1	MED28P6	processed_pseudogene	0	0	0	0	0	0
ENSG00000260305.1	NTRK3-AS1	lncRNA	0	0	0	0	0	0
ENSG00000259494.2	MRPL46	protein_coding	107	101	236	175	312	193
ENSG00000173867.10	ENSG00000173867	protein_coding	0	1	1	2	1	0
ENSG00000181991.16	MRPS11	protein_coding	1113	1049	1607	1223	1611	695
ENSG00000279945.1	ENSG00000279945	TEC	0	0	0	2	1	3
ENSG00000140543.15	DET1	protein_coding	50	79	116	145	200	203
ENSG00000259569.2	ENSG00000259569	processed_pseudogene	0	1	0	0	1	0
ENSG00000249487.7	LINC01586	lncRNA	1	0	0	0	0	0
ENSG00000221630.3	MIR1179	miRNA	0	0	0	0	0	0
ENSG00000207703.1	MIR7-2	miRNA	0	0	0	0	0	0
ENSG00000283484.1	MIR3529	miRNA	0	0	0	0	0	0
ENSG00000181026.15	AEN	protein_coding	7453	6326	9314	7251	5406	4564
ENSG00000172183.16	ISG20	protein_coding	60	55	69	33	38	55
ENSG00000259676.1	ENSG00000259676	lncRNA	2	1	1	0	0	0
ENSG00000157766.19	ACAN	protein_coding	28	31	66	41	35	59
ENSG00000140511.12	HAPLN3	protein_coding	3023	2289	255	132	302	419
ENSG00000140545.16	MFGE8	protein_coding	52019	44119	9404	4687	6529	5988
ENSG00000259350.2	ENSG00000259350	processed_pseudogene	0	0	0	0	0	0
ENSG00000259489.2	KRT18P47	processed_pseudogene	0	0	0	0	0	0
ENSG00000261549.2	ENSG00000261549	processed_pseudogene	13	6	1	2	1	1
ENSG00000260275.1	ENSG00000260275	processed_pseudogene	0	0	0	0	0	0
ENSG00000260123.2	CARMAL	lncRNA	19	24	26	17	21	16
ENSG00000261407.2	ENSG00000261407	lncRNA	2	2	1	0	4	2
ENSG00000140526.18	ABHD2	protein_coding	2050	1931	1487	2068	3296	3657
ENSG00000239151.1	RNU7-195P	snRNA	0	0	0	0	0	0
ENSG00000259699.2	HMGB1P8	processed_pseudogene	7	14	15	7	6	4
ENSG00000259948.2	ENSG00000259948	processed_pseudogene	0	1	3	2	1	1
ENSG00000140522.12	RLBP1	protein_coding	0	0	8	2	9	14
ENSG00000140525.20	FANCI	protein_coding	5324	6256	10972	11473	10738	6506
ENSG00000140521.17	POLG	protein_coding	2375	2127	2296	2027	2707	1915
ENSG00000275101.1	MIR6766	miRNA	0	0	0	0	0	0
ENSG00000261441.1	POLG-DT	lncRNA	10	4	14	8	6	7
ENSG00000279708.1	ENSG00000279708	TEC	0	0	0	0	0	0
ENSG00000287717.1	ENSG00000287717	lncRNA	0	0	0	0	0	0
ENSG00000255571.10	MIR9-3HG	lncRNA	37	25	28	6	20	13
ENSG00000284329.1	MIR9-3	miRNA	0	0	0	0	0	0
ENSG00000289128.1	ENSG00000289128	lncRNA	0	0	0	0	0	0
ENSG00000140519.14	RHCG	protein_coding	9	6	3	1	0	0
ENSG00000259218.6	LINC00928	lncRNA	0	0	0	0	0	0
ENSG00000261478.1	ENSG00000261478	lncRNA	0	0	0	1	0	0
ENSG00000259713.1	ENSG00000259713	lncRNA	1	2	2	4	2	3
ENSG00000140534.14	TICRR	protein_coding	2165	2599	2774	2393	2329	1743
ENSG00000259615.1	ENSG00000259615	lncRNA	0	0	1	0	0	0
ENSG00000166813.17	KIF7	protein_coding	968	910	1257	1002	1218	831
ENSG00000166819.12	PLIN1	protein_coding	8	6	9	6	28	8
ENSG00000166821.9	PEX11A	protein_coding	153	168	285	275	470	267
ENSG00000241362.2	RPL36AP43	processed_pseudogene	3	0	4	1	11	5
ENSG00000140527.15	WDR93	protein_coding	5	1	26	22	50	32
ENSG00000259561.1	ENSG00000259561	lncRNA	0	0	0	2	3	0
ENSG00000206590.1	RNU6-132P	snRNA	0	0	0	0	0	0
ENSG00000166823.6	MESP1	protein_coding	4	6	29	17	32	12
ENSG00000259441.2	MRPL15P1	processed_pseudogene	0	0	0	0	0	0
ENSG00000188095.6	MESP2	protein_coding	23	13	7	6	9	1
ENSG00000166825.15	ANPEP	protein_coding	100	54	469	203	98	83
ENSG00000157823.17	AP3S2	protein_coding	587	594	770	857	1014	947
ENSG00000250021.7	ARPIN-AP3S2	protein_coding	0	0	0	0	0	0
ENSG00000264966.1	MIR5094	miRNA	0	0	0	0	0	1
ENSG00000259677.1	ENSG00000259677	processed_pseudogene	0	0	0	0	0	0
ENSG00000264796.1	MIR5009	miRNA	0	0	0	1	1	0
ENSG00000212420.1	RNU6-1111P	snRNA	0	0	0	1	0	0
ENSG00000242498.8	ARPIN	protein_coding	320	288	720	994	1091	909
ENSG00000252645.1	RNU7-111P	snRNA	0	0	0	0	0	2
ENSG00000259273.1	ENSG00000259273	processed_pseudogene	0	0	0	0	0	0
ENSG00000280377.1	ENSG00000280377	TEC	1	0	0	0	0	0
ENSG00000140548.10	ZNF710	protein_coding	983	857	2519	3650	1801	1310
ENSG00000265871.1	MIR3174	miRNA	0	0	1	4	4	3
ENSG00000273691.1	ENSG00000273691	lncRNA	0	1	0	22	1	4
ENSG00000259291.2	ZNF710-AS1	lncRNA	92	74	136	261	447	543
ENSG00000276376.1	U7	snRNA	0	0	4	3	2	4
ENSG00000182054.10	IDH2	protein_coding	2774	1948	6651	7028	7568	3952
ENSG00000259685.3	IDH2-DT	lncRNA	0	0	0	0	0	0
ENSG00000185033.15	SEMA4B	protein_coding	2512	2065	2071	1349	998	783
ENSG00000240470.3	RN7SL346P	misc_RNA	0	0	0	0	0	0
ENSG00000225193.5	RPS12P26	transcribed_processed_pseudogene	6	5	3	3	4	3
ENSG00000185043.13	CIB1	protein_coding	868	821	646	458	787	430
ENSG00000183208.13	GDPGP1	protein_coding	39	32	70	66	55	66
ENSG00000284626.1	ENSG00000284626	protein_coding	0	0	0	0	0	0
ENSG00000213471.10	TTLL13	protein_coding	2	3	0	0	3	2
ENSG00000261147.1	ENSG00000261147	protein_coding	0	0	0	0	1	1
ENSG00000182768.9	NGRN	protein_coding	1738	1496	2168	1853	2475	1482
ENSG00000275674.1	ENSG00000275674	protein_coding	1	2	0	1	0	1
ENSG00000228998.4	ENSG00000228998	transcribed_processed_pseudogene	24	24	41	62	32	43
ENSG00000270322.1	ENSG00000270322	unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000275345.1	ENSG00000275345	lncRNA	1	1	6	3	5	4
ENSG00000271396.1	ENSG00000271396	processed_pseudogene	0	0	0	0	0	0
ENSG00000214433.4	GOLGA2P8	transcribed_unprocessed_pseudogene	12	14	6	5	5	7
ENSG00000275803.1	RN7SL736P	misc_RNA	1	0	1	0	0	1
ENSG00000279980.1	GABARAPL3	TEC	0	0	0	0	0	0
ENSG00000238244.3	GABARAPL3	processed_pseudogene	1	1	0	0	2	0
ENSG00000196391.11	ZNF774	protein_coding	81	92	156	103	213	135
ENSG00000259262.1	NDUFA3P4	processed_pseudogene	2	0	0	0	0	1
ENSG00000140575.13	IQGAP1	protein_coding	11802	11102	5321	7701	4554	4356
ENSG00000259177.1	ENSG00000259177	lncRNA	0	0	0	0	0	0
ENSG00000140577.17	CRTC3	protein_coding	328	290	500	514	500	461
ENSG00000259212.1	ENSG00000259212	lncRNA	0	0	2	2	3	2
ENSG00000259314.1	ENSG00000259314	lncRNA	4	1	3	3	14	12
ENSG00000259736.1	CRTC3-AS1	lncRNA	11	12	38	28	56	29
ENSG00000285560.1	ENSG00000285560	lncRNA	1	3	4	7	7	6
ENSG00000259746.1	HSPE1P3	processed_pseudogene	0	4	7	3	5	2
ENSG00000278370.1	ENSG00000278370	lncRNA	0	0	0	0	0	0
ENSG00000245479.3	LINC01585	lncRNA	0	0	0	0	0	0
ENSG00000197299.13	BLM	protein_coding	3020	2802	4635	4637	3542	2231
ENSG00000200677.1	SNORD18	snoRNA	0	0	0	0	0	0
ENSG00000287061.1	ENSG00000287061	lncRNA	0	0	0	0	0	0
ENSG00000259704.3	ENSG00000259704	lncRNA	1	0	0	1	0	0
ENSG00000241869.3	RN7SL363P	misc_RNA	0	0	0	0	0	0
ENSG00000140564.13	FURIN	protein_coding	1365	1108	426	292	696	917
ENSG00000182511.12	FES	protein_coding	211	177	125	100	73	78
ENSG00000196547.15	MAN2A2	protein_coding	644	598	944	699	1483	1107
ENSG00000259661.1	ENSG00000259661	lncRNA	1	0	0	1	0	1
ENSG00000184508.12	HDDC3	protein_coding	519	459	419	345	732	385
ENSG00000140553.18	UNC45A	protein_coding	3134	3179	3757	3116	3866	2333
ENSG00000258384.1	RCCD1-AS1	lncRNA	2	2	7	2	2	1
ENSG00000166965.13	RCCD1	protein_coding	725	957	1352	806	1385	728
ENSG00000198901.14	PRC1	protein_coding	45	98	127	75	223	94
ENSG00000284946.1	ENSG00000284946	protein_coding	214	273	501	357	753	435
ENSG00000258725.2	PRC1-AS1	lncRNA	14	24	44	26	32	29
ENSG00000200142.1	Y_RNA	misc_RNA	0	0	0	0	0	0
ENSG00000184056.15	VPS33B	protein_coding	127	122	172	130	216	169
ENSG00000214432.9	VPS33B-DT	lncRNA	11	12	25	18	39	26
ENSG00000278514.1	ENSG00000278514	lncRNA	3	3	11	2	8	4
ENSG00000258542.1	ENSG00000258542	transcribed_processed_pseudogene	0	0	0	0	0	0
ENSG00000275929.1	ENSG00000275929	unprocessed_pseudogene	1	2	1	1	0	0
ENSG00000258665.1	ENSG00000258665	unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000285661.1	ENSG00000285661	lncRNA	0	0	0	0	0	0
ENSG00000185518.12	SV2B	protein_coding	14	19	49	10	21	19
ENSG00000285883.1	ENSG00000285883	lncRNA	0	0	0	0	0	0
ENSG00000289066.1	ENSG00000289066	lncRNA	0	0	0	0	0	0
ENSG00000258551.7	CRAT37	lncRNA	0	0	0	0	1	0
ENSG00000258954.1	ENSG00000258954	lncRNA	0	0	0	0	0	0
ENSG00000258765.1	ENSG00000258765	lncRNA	0	0	0	0	0	0
ENSG00000258540.1	ENSG00000258540	processed_pseudogene	0	0	0	0	0	0
ENSG00000259057.1	THRAP3P2	processed_pseudogene	0	0	0	0	0	0
ENSG00000176463.14	SLCO3A1	protein_coding	668	718	672	614	638	552
ENSG00000260661.1	ENSG00000260661	lncRNA	0	0	7	0	0	3
ENSG00000258761.1	ENSG00000258761	lncRNA	0	0	0	0	0	0
ENSG00000258726.1	DUXAP6	processed_pseudogene	0	0	0	0	0	0
ENSG00000258925.2	NPM1P5	processed_pseudogene	8	36	13	27	13	12
ENSG00000140557.12	ST8SIA2	protein_coding	105	105	2004	1583	2888	1816
ENSG00000239197.1	ENSG00000239197	snoRNA	0	1	5	2	3	6
ENSG00000258739.1	ENO1P2	transcribed_processed_pseudogene	0	1	6	25	29	19
ENSG00000259170.1	ENSG00000259170	lncRNA	0	0	0	0	0	0
ENSG00000183643.4	C15orf32	lncRNA	3	0	0	2	2	3
ENSG00000258647.6	LINC00930	lncRNA	2	3	14	7	3	7
ENSG00000258676.5	ENSG00000258676	lncRNA	0	0	0	0	0	0
ENSG00000260337.4	ENSG00000260337	lncRNA	13	6	37	22	14	10
ENSG00000271763.1	ENSG00000271763	lncRNA	0	0	0	0	0	0
ENSG00000185442.13	FAM174B	protein_coding	615	550	3390	1914	867	489
ENSG00000259064.2	ENSG00000259064	processed_pseudogene	0	0	0	0	0	0
ENSG00000275965.1	ENSG00000275965	lncRNA	0	0	0	1	1	0
ENSG00000272298.1	ENSG00000272298	lncRNA	0	0	1	0	0	0
ENSG00000253954.3	HMGN1P38	processed_pseudogene	20	17	42	29	36	14
ENSG00000258741.6	H2AZ2P1	transcribed_processed_pseudogene	6	2	17	17	27	21
ENSG00000240484.1	ENSG00000240484	processed_pseudogene	0	0	0	0	0	0
ENSG00000258562.2	ENSG00000258562	processed_pseudogene	0	0	0	0	0	0
